cohort,batch,i,minp_below_001
HNSC,68,3,354
HNSC,68,4,156
HNSC,68,5,101
HNSC,68,6,250
HNSC,68,7,98
HNSC,68,8,55
HNSC,68,9,290
HNSC,69,0,68
HNSC,69,1,144
HNSC,69,2,81
HNSC,69,3,311
HNSC,69,4,226
HNSC,69,5,315
HNSC,69,6,93
HNSC,69,7,269
HNSC,69,8,137
HNSC,69,9,118
HNSC,70,0,206
HNSC,70,1,324
HNSC,70,2,122
HNSC,70,3,248
HNSC,70,4,89
HNSC,70,5,223
HNSC,70,6,1076
HNSC,70,7,315
HNSC,70,8,70
HNSC,70,9,196
HNSC,71,0,502
HNSC,71,1,105
HNSC,71,2,91
HNSC,71,3,185
HNSC,71,4,147
HNSC,71,5,154
HNSC,71,6,1217
HNSC,71,7,402
HNSC,71,8,334
HNSC,71,9,120
HNSC,72,0,97
HNSC,72,1,304
HNSC,72,2,125
HNSC,72,3,602
HNSC,72,4,57
HNSC,72,5,509
HNSC,72,6,253
HNSC,72,7,220
HNSC,72,8,96
HNSC,72,9,750
HNSC,73,0,83
HNSC,73,1,172
HNSC,73,2,136
HNSC,73,3,72
HNSC,73,4,139
HNSC,73,5,156
HNSC,73,6,48
HNSC,73,7,136
HNSC,73,8,141
HNSC,73,9,194
HNSC,74,0,375
HNSC,74,1,107
HNSC,74,2,83
HNSC,74,3,221
HNSC,74,4,125
HNSC,74,5,127
HNSC,74,6,165
HNSC,74,7,198
HNSC,74,8,82
HNSC,74,9,1060
HNSC,75,0,61
HNSC,75,1,119
HNSC,75,2,108
HNSC,75,3,127
HNSC,75,4,177
HNSC,75,5,152
HNSC,75,6,213
HNSC,75,7,177
HNSC,75,8,186
HNSC,75,9,147
HNSC,76,0,560
HNSC,76,1,133
HNSC,76,2,141
HNSC,76,3,96
HNSC,76,4,141
HNSC,76,5,139
HNSC,76,6,129
HNSC,76,7,390
HNSC,76,8,110
HNSC,76,9,39
HNSC,77,0,88
HNSC,77,1,94
HNSC,77,2,834
HNSC,77,3,85
HNSC,77,4,198
HNSC,77,5,256
HNSC,77,6,165
HNSC,77,7,180
HNSC,77,8,121
HNSC,77,9,532
HNSC,78,0,297
HNSC,78,1,258
HNSC,78,2,85
HNSC,78,3,180
HNSC,78,4,84
HNSC,78,5,900
HNSC,78,6,464
HNSC,78,7,234
HNSC,78,8,136
HNSC,78,9,114
HNSC,79,0,36
HNSC,79,1,160
HNSC,79,2,81
HNSC,79,3,724
HNSC,79,4,522
HNSC,79,5,234
HNSC,79,6,372
HNSC,79,7,80
HNSC,79,8,319
HNSC,79,9,113
HNSC,80,0,152
HNSC,80,1,515
HNSC,80,2,101
HNSC,80,3,592
HNSC,80,4,163
HNSC,80,5,200
HNSC,80,6,165
HNSC,80,7,87
HNSC,80,8,129
HNSC,80,9,70
HNSC,81,0,356
HNSC,81,1,283
HNSC,81,2,89
HNSC,81,3,66
HNSC,81,4,149
HNSC,81,5,403
HNSC,81,6,149
HNSC,81,7,57
HNSC,81,8,265
HNSC,81,9,286
HNSC,82,0,108
HNSC,82,1,169
HNSC,82,2,1083
HNSC,82,3,70
HNSC,82,4,110
HNSC,82,5,138
HNSC,82,6,231
HNSC,82,7,251
HNSC,82,8,320
HNSC,82,9,112
HNSC,83,0,62
HNSC,83,1,112
HNSC,83,2,65
HNSC,83,3,279
HNSC,83,4,592
HNSC,83,5,138
HNSC,83,6,53
HNSC,83,7,49
HNSC,83,8,236
HNSC,83,9,91
HNSC,84,0,263
HNSC,84,1,71
HNSC,84,2,175
HNSC,84,3,112
HNSC,84,4,285
HNSC,84,5,181
HNSC,84,6,84
HNSC,84,7,117
HNSC,84,8,295
HNSC,84,9,68
HNSC,85,0,196
HNSC,85,1,249
HNSC,85,2,307
HNSC,85,3,22
HNSC,85,4,201
HNSC,85,5,97
HNSC,85,6,56
HNSC,85,7,123
HNSC,85,8,144
HNSC,85,9,1104
HNSC,86,0,290
HNSC,86,1,80
HNSC,86,2,113
HNSC,86,3,156
HNSC,86,4,75
HNSC,86,5,104
HNSC,86,6,109
HNSC,86,7,125
HNSC,86,8,144
HNSC,86,9,239
HNSC,87,0,101
HNSC,87,1,67
HNSC,87,2,164
HNSC,87,3,336
HNSC,87,4,155
HNSC,87,5,71
HNSC,87,6,89
HNSC,87,7,85
HNSC,87,8,231
HNSC,87,9,198
HNSC,88,0,85
HNSC,88,1,223
HNSC,88,2,142
HNSC,88,3,244
HNSC,88,4,137
