Gene,cox_beta,cox_se,cox_p,cox_p_wald,cox_p_score,cox_converged,cox_q,cox_direction,p_ours,minp_direction,p_hpa,p_cal,minp_q
ENSG00000114374,0.07081512327035662,0.06859762758554992,0.304002633712764,0.3019193651396596,0.30163012452255306,True,0.9158680474001268,1,0.0341992906826806,1,0.0372,0.2586068534828663,0.8770140049342238
ENSG00000198692,0.043572693279159955,0.06849704811512085,0.5246197171070233,0.5246948707262564,0.5246046330266871,True,0.9626617717383135,1,0.1465490141372243,1,0.1565,0.6811707970730073,0.9624288629203908
ENSG00000258992,0.05835172341052484,0.07131684071005871,0.4353110850983394,0.41324071892451697,0.4118411399623223,True,0.9456449539388285,1,0.904901179822476,-1,,0.9998875002812492,0.9999600000999996
ENSG00000012817,0.04853443431026497,0.06838194769485025,0.47841704572919364,0.4778560333639085,0.477741891692295,True,0.9525585198290711,1,0.0517520502775599,1,0.04998,0.3486316284209289,0.905977770578874
ENSG00000205916,0.010960221800568212,0.06338972075954215,0.8650855764770882,0.8627283070144167,0.8626735997303974,True,0.9930970245162539,1,0.0448177956752179,1,0.04412,0.3149742125644686,0.9008671918988294
ENSG00000129824,0.07332282222930027,0.07058536079662336,0.29551708067456783,0.298906002968668,0.29856675592057946,True,0.9155255343432251,1,0.0445444938899188,1,0.04215,0.3135117162207094,0.9005560073457493
ENSG00000067646,0.04354841530716641,0.07010261739839166,0.5354078072735642,0.5344617576749062,0.5343752568071756,True,0.9626617717383135,1,0.0753024513809494,1,0.07337,0.4511838720403199,0.9175824844236694
ENSG00000067048,0.05587068483965707,0.06834889442653488,0.4138278118246185,0.41368066388324143,0.41351559499130763,True,0.9366005682661278,1,0.0747187268367491,1,0.0799,0.4490163774590563,0.9171297795806848
ENSG00000183878,0.04517500377201799,0.06860734349079285,0.5115182122868844,0.510244348610891,0.5101356218427323,True,0.9611775292886907,1,0.0611728367916474,1,0.06692,0.3915915210211974,0.905977770578874
ENSG00000154620,0.0262345379380258,0.06992716291268436,0.7087561343639768,0.7075344203811578,0.707508947669894,True,0.9847976237904775,1,0.2229121649321327,1,0.1988,0.8381804045489887,0.9796329938364172
ENSG00000168757,0.03317722565136303,0.07149194746053064,0.6534277287155454,0.6425980195352307,0.6420986743663846,True,0.9792372801905855,1,0.9312451015245796,-1,,0.9999225001937496,0.9999600000999996
ENSG00000165246,0.03551780803107212,0.06861285158861058,0.6063811671980491,0.6046987731654043,0.6046347283030467,True,0.9765347233530347,1,0.1244563534622315,1,0.1346,0.6195759510601223,0.9545783622241684
ENSG00000233803,0.049553186167005395,0.06746320853161746,0.47667254038463525,0.46263087987342666,0.46192424576298974,True,0.9524224441787779,1,0.9693125955793486,1,,0.9999600000999996,0.9999600000999996
ENSG00000238074,0.042567152568870954,0.07112013162290896,0.5619283611063106,0.549489909906842,0.5489370737196568,True,0.9682692079800117,1,0.7507373057809177,-1,,0.9997225006937482,0.9999600000999996
ENSG00000101282,0.0694378532501836,0.06870732811810468,0.321497129242591,0.3121923932610893,0.3118708297694132,True,0.9195893741164809,1,0.0161207287407917,1,0.01534,0.1464746338134154,0.8386125368280636
ENSG00000089012,-0.028076379642279443,0.06965588273860755,0.6862404002015381,0.6868947969467697,0.6868818303683976,True,0.9816209683070992,-1,0.3339418862447055,-1,0.3137,0.9557626105934736,0.9940624624971448
ENSG00000171984,0.04715282236538589,0.0723987375382803,0.515870725327066,0.5148570863010258,0.5148386398998265,True,0.962430257343542,1,0.013683202138611,1,0.01349,0.1289996775008062,0.8288267686721896
ENSG00000125827,0.16857465890587864,0.06869514789485597,0.014642852260486821,0.014129547827472203,0.014300172707168603,True,0.8297310418053432,1,0.0005333158669695,1,0.000619,0.0088974777563056,0.7588530572469189
