Gene,p_ours,cutoff,n_high,direction,p_hpa,label
ENSG00000182179,0.16801730232527298,9.572799682617188,109,1,0.168,unprognostic - unfavorable
ENSG00000182180,0.03977826248119619,26.004199981689453,110,1,0.03978,unprognostic - unfavorable
ENSG00000182183,0.07063221332158412,1.5806000232696533,75,1,0.07063,unprognostic - unfavorable
ENSG00000182185,0.19412710246961368,5.72599983215332,32,-1,0.1941,unprognostic - favorable
ENSG00000182195,0.07631128857269505,9.616700172424316,74,1,0.07631,unprognostic - unfavorable
ENSG00000182196,0.015124963664559357,140.3300018310547,95,1,0.01512,unprognostic - unfavorable
ENSG00000182197,0.11471831468835018,3.9570000171661377,38,-1,0.1147,unprognostic - favorable
ENSG00000182199,0.025348904130187293,73.1801986694336,89,-1,0.02535,unprognostic - favorable
ENSG00000182208,0.0006709330805460999,23.480300903320312,109,1,0.0006709,potential prognostic - unfavorable
ENSG00000182218,0.24384873781583738,2.0868000984191895,76,1,0.2438,unprognostic - unfavorable
ENSG00000182220,0.01829289316776257,102.2490005493164,111,1,0.01829,unprognostic - unfavorable
ENSG00000182224,0.14845584287716582,7.796500205993652,112,1,0.1485,unprognostic - unfavorable
ENSG00000182240,0.0017620836465475187,4.498499870300293,28,1,0.001895,unprognostic - unfavorable
ENSG00000182247,0.08075114108684184,46.77330017089844,28,-1,0.1138,unprognostic - favorable
ENSG00000182253,0.23941477587365945,20.979999542236328,92,-1,0.2394,unprognostic - favorable
ENSG00000182263,0.22023949543111684,2.266200065612793,101,-1,0.2202,unprognostic - favorable
ENSG00000182272,0.07032311157053121,13.30210018157959,98,1,0.07032,unprognostic - unfavorable
ENSG00000182287,0.014443923751500163,68.70829772949219,85,1,0.01444,unprognostic - unfavorable
ENSG00000182307,0.05464385128865517,48.140899658203125,87,1,0.05464,unprognostic - unfavorable
ENSG00000182318,0.274087567544226,3.2679998874664307,38,-1,0.2741,unprognostic - favorable
ENSG00000182324,0.10255567051573924,0.9761999845504761,107,1,0.1026,unprognostic - unfavorable
ENSG00000182325,0.2984473656752957,1.8351000547409058,107,1,0.2984,unprognostic - unfavorable
ENSG00000182326,0.01594988794008791,76.38130187988281,76,1,0.01595,unprognostic - unfavorable
ENSG00000182327,0.2514229450791536,1.5533000230789185,72,1,0.2514,unprognostic - unfavorable
ENSG00000182359,0.01300733857430323,4.8171000480651855,95,-1,0.01301,unprognostic - favorable
ENSG00000182362,0.23678382393022152,24.01449966430664,71,-1,0.2368,unprognostic - favorable
ENSG00000182372,0.004883712013507824,6.6793999671936035,70,1,0.004884,unprognostic - unfavorable
ENSG00000182378,0.07856477882432346,11.10830020904541,90,1,0.07856,unprognostic - unfavorable
ENSG00000182379,0.0011994138654023133,6.954400062561035,83,1,0.001199,unprognostic - unfavorable
ENSG00000182389,0.15889462905617982,3.245699882507324,42,-1,0.1589,unprognostic - favorable
ENSG00000182400,0.13886255869536854,13.480500221252441,53,-1,0.1389,unprognostic - favorable
ENSG00000182405,0.12004366636593915,1.9681999683380127,39,-1,0.12,unprognostic - favorable
ENSG00000182446,0.05305383742595304,47.3484001159668,52,1,0.05305,unprognostic - unfavorable
ENSG00000182463,0.00012830176672589015,2.4549999237060547,85,1,0.0001283,validated prognostic - unfavorable
ENSG00000182473,0.15211792697845392,74.69490051269531,35,-1,0.1521,unprognostic - favorable
ENSG00000182481,0.31623813409458135,73.82949829101562,109,1,0.3162,unprognostic - unfavorable
ENSG00000182484,0.06661449291615307,4.370999813079834,81,1,0.06661,unprognostic - unfavorable
ENSG00000182492,0.015103928537290387,146.78700256347656,99,1,0.0151,unprognostic - unfavorable
ENSG00000182504,0.13234264270362964,4.146200180053711,58,-1,0.1323,unprognostic - favorable
ENSG00000182511,0.0008269108525459922,12.22249984741211,43,1,0.0008269,potential prognostic - unfavorable
ENSG00000182512,0.26085567832185186,52.53229904174805,69,1,0.2609,unprognostic - unfavorable
ENSG00000182518,0.3634586718662348,35.45349884033203,61,1,0.3635,unprognostic - unfavorable
ENSG00000182521,0.2410567688440505,1.4280999898910522,46,-1,0.2411,unprognostic - favorable
ENSG00000182534,0.029873032668806965,119.9800033569336,101,1,0.02987,unprognostic - unfavorable
ENSG00000182541,0.12967531259365436,27.16029930114746,41,1,0.1297,unprognostic - unfavorable
