cohort,batch,i,minp_below_001
CESC,108,3,161
CESC,108,4,212
CESC,108,5,95
CESC,108,6,124
CESC,108,7,363
CESC,108,8,170
CESC,108,9,218
CESC,109,0,202
CESC,109,1,257
CESC,109,2,82
CESC,109,3,149
CESC,109,4,78
CESC,109,5,481
CESC,109,6,279
CESC,109,7,244
CESC,109,8,159
CESC,109,9,90
CESC,110,0,95
CESC,110,1,139
CESC,110,2,178
CESC,110,3,75
CESC,110,4,138
CESC,110,5,811
CESC,110,6,105
CESC,110,7,196
CESC,110,8,278
CESC,110,9,115
CESC,111,0,264
CESC,111,1,82
CESC,111,2,214
CESC,111,3,290
CESC,111,4,123
CESC,111,5,137
CESC,111,6,73
CESC,111,7,136
CESC,111,8,172
CESC,111,9,141
CESC,112,0,190
CESC,112,1,187
CESC,112,2,281
CESC,112,3,175
CESC,112,4,169
CESC,112,5,110
CESC,112,6,362
CESC,112,7,132
CESC,112,8,331
CESC,112,9,181
CESC,113,0,134
CESC,113,1,135
CESC,113,2,251
CESC,113,3,121
CESC,113,4,482
CESC,113,5,75
CESC,113,6,192
CESC,113,7,289
CESC,113,8,119
CESC,113,9,71
CESC,114,0,192
CESC,114,1,65
CESC,114,2,148
CESC,114,3,694
CESC,114,4,481
CESC,114,5,93
CESC,114,6,141
CESC,114,7,1068
CESC,114,8,83
CESC,114,9,135
CESC,115,0,231
CESC,115,1,221
CESC,115,2,213
CESC,115,3,66
CESC,115,4,77
CESC,115,5,188
CESC,115,6,323
CESC,115,7,233
CESC,115,8,277
CESC,115,9,124
CESC,116,0,196
CESC,116,1,354
CESC,116,2,178
CESC,116,3,227
CESC,116,4,284
CESC,116,5,81
CESC,116,6,88
CESC,116,7,122
CESC,116,8,423
CESC,116,9,241
CESC,117,0,141
CESC,117,1,325
CESC,117,2,294
CESC,117,3,67
CESC,117,4,301
CESC,117,5,63
CESC,117,6,114
CESC,117,7,116
CESC,117,8,332
CESC,117,9,57
CESC,118,0,169
CESC,118,1,81
CESC,118,2,319
CESC,118,3,219
CESC,118,4,95
CESC,118,5,111
CESC,118,6,146
CESC,118,7,117
CESC,118,8,567
CESC,118,9,101
CESC,119,0,236
CESC,119,1,132
CESC,119,2,774
CESC,119,3,103
CESC,119,4,160
CESC,119,5,96
CESC,119,6,398
CESC,119,7,144
CESC,119,8,443
CESC,119,9,101
CESC,120,0,76
CESC,120,1,208
CESC,120,2,135
CESC,120,3,375
CESC,120,4,197
CESC,120,5,165
CESC,120,6,292
CESC,120,7,235
CESC,120,8,89
CESC,120,9,659
CESC,121,0,157
CESC,121,1,173
CESC,121,2,128
CESC,121,3,999
CESC,121,4,80
CESC,121,5,265
CESC,121,6,107
CESC,121,7,107
CESC,121,8,124
CESC,121,9,79
CESC,122,0,138
CESC,122,1,996
CESC,122,2,583
CESC,122,3,100
CESC,122,4,65
CESC,122,5,146
CESC,122,6,61
CESC,122,7,100
CESC,122,8,62
CESC,122,9,87
CESC,123,0,53
CESC,123,1,96
CESC,123,2,133
CESC,123,3,251
CESC,123,4,104
CESC,123,5,224
CESC,123,6,296
CESC,123,7,205
CESC,123,8,396
CESC,123,9,96
CESC,124,0,177
CESC,124,1,120
CESC,124,2,101
CESC,124,3,285
CESC,124,4,103
CESC,124,5,179
CESC,124,6,298
CESC,124,7,140
CESC,124,8,342
CESC,124,9,186
CESC,125,0,155
CESC,125,1,257
CESC,125,2,110
CESC,125,3,244
CESC,125,4,90
CESC,125,5,138
CESC,125,6,313
