Gene,p_ours,cutoff,n_high,direction,p_hpa,label
ENSG00000101928,0.09507115679192021,2.990499973297119,135.0,1.0,0.09435,unprognostic - unfavorable
ENSG00000101935,0.01763730874702543,7.311200141906738,58.0,1.0,0.01755,unprognostic - unfavorable
ENSG00000101938,0.05885236647532209,0.029999999329447746,121.0,1.0,0.05889,unprognostic - unfavorable
ENSG00000101940,0.1626674168802208,96.19049835205078,74.0,-1.0,0.1625,unprognostic - favorable
ENSG00000101945,0.21254160664170346,8.126799583435059,84.0,-1.0,0.2092,unprognostic - favorable
ENSG00000101951,0.12538003426172084,0.2973000109195709,63.0,1.0,0.1246,unprognostic - unfavorable
ENSG00000101955,0.011667677847719675,3.79010009765625,35.0,1.0,0.0146,unprognostic - unfavorable
ENSG00000101966,0.057779136873507664,13.648799896240234,62.0,-1.0,0.05668,unprognostic - favorable
ENSG00000101972,0.2940968103574673,15.3193998336792,110.0,1.0,0.2968,unprognostic - unfavorable
ENSG00000101974,0.09778458964949706,6.151100158691406,82.0,1.0,0.09647,unprognostic - unfavorable
ENSG00000101986,0.0047109814703444304,9.976799964904785,92.0,1.0,0.004815,unprognostic - unfavorable
ENSG00000101997,0.007526941383300109,14.285200119018555,128.0,-1.0,0.007965,unprognostic - favorable
ENSG00000102001,0.18784722865680017,0.5817999839782715,50.0,1.0,0.1818,unprognostic - unfavorable
ENSG00000102003,0.1634558716278206,1.5420000553131104,47.0,1.0,0.1581,unprognostic - unfavorable
ENSG00000102007,0.05123820794490431,104.34100341796875,115.0,1.0,0.05121,unprognostic - unfavorable
ENSG00000102010,0.17739454475727492,0.06620000302791595,105.0,1.0,0.1747,unprognostic - unfavorable
ENSG00000102024,0.2093102699432435,82.32830047607422,40.0,1.0,0.2076,unprognostic - unfavorable
ENSG00000102030,0.15033470465530543,65.90969848632812,137.0,1.0,0.1491,unprognostic - unfavorable
ENSG00000102032,0.024541547296069905,11.429900169372559,54.0,1.0,0.02435,unprognostic - unfavorable
ENSG00000102034,0.025952150782352173,6.42710018157959,127.0,1.0,0.02643,unprognostic - unfavorable
ENSG00000102038,0.25539949683665897,8.208999633789062,133.0,1.0,0.2549,unprognostic - unfavorable
ENSG00000102048,0.17706262972708287,0.5094000101089478,115.0,1.0,0.1756,unprognostic - unfavorable
ENSG00000102054,0.05105158690245354,211.656005859375,40.0,-1.0,0.05086,unprognostic - favorable
